,race,city,eoe,call
2862,w,c,1.0,0.0
2863,b,c,1.0,0.0
2864,w,c,1.0,0.0
2865,b,c,1.0,0.0
2866,w,c,1.0,0.0
2867,b,c,1.0,0.0
2868,b,c,1.0,0.0
2869,w,c,1.0,0.0
2870,w,c,0.0,0.0
2871,b,c,0.0,0.0
2872,w,c,0.0,0.0
2873,b,c,0.0,0.0
2874,w,c,1.0,0.0
2875,b,c,1.0,0.0
2876,w,c,1.0,0.0
2877,b,c,1.0,0.0
2878,w,c,1.0,0.0
2879,b,c,1.0,0.0
2880,w,c,1.0,0.0
2881,b,c,1.0,0.0
2882,b,c,0.0,1.0
2883,w,c,0.0,1.0
2884,b,c,1.0,0.0
2885,w,c,1.0,0.0
2886,b,c,1.0,0.0
2887,w,c,1.0,0.0
2888,w,c,0.0,0.0
2889,w,c,1.0,0.0
2890,b,c,0.0,0.0
2891,b,c,1.0,0.0
2892,w,c,1.0,0.0
2893,w,c,0.0,1.0
2894,b,c,0.0,0.0
2895,b,c,1.0,1.0
2896,w,c,1.0,1.0
2897,b,c,1.0,0.0
2898,w,c,1.0,0.0
2899,b,c,0.0,0.0
2900,w,c,0.0,0.0
2901,b,c,1.0,0.0
2902,w,c,0.0,0.0
2903,w,c,0.0,1.0
2904,w,c,0.0,0.0
2905,b,c,0.0,1.0
2906,b,c,0.0,0.0
2907,b,c,0.0,0.0
2908,w,c,1.0,0.0
2909,w,c,1.0,0.0
2910,b,c,1.0,0.0
2911,b,c,1.0,0.0
2912,w,c,1.0,0.0
2913,b,c,1.0,0.0
2914,w,c,0.0,0.0
2915,b,c,0.0,0.0
2916,w,c,1.0,0.0
2917,b,c,1.0,0.0
2918,w,c,1.0,0.0
2919,b,c,1.0,0.0
2920,b,c,1.0,0.0
2921,w,c,1.0,0.0
2922,w,c,0.0,0.0
2923,b,c,0.0,0.0
2924,w,c,1.0,0.0
2925,b,c,1.0,0.0
2926,b,c,0.0,0.0
2927,w,c,0.0,0.0
2928,w,c,0.0,0.0
2929,b,c,0.0,0.0
2930,w,c,0.0,0.0
2931,b,c,0.0,0.0
2932,b,c,0.0,0.0
2933,w,c,0.0,0.0
2934,b,c,0.0,0.0
2935,b,c,0.0,0.0
2936,w,c,0.0,0.0
2937,w,c,0.0,0.0
2938,b,c,1.0,0.0
2939,w,c,0.0,0.0
2940,w,c,1.0,0.0
2941,w,c,1.0,0.0
2942,b,c,1.0,0.0
2943,b,c,0.0,0.0
2944,w,c,0.0,0.0
2945,b,c,0.0,0.0
2946,w,b,1.0,0.0
2947,w,b,0.0,0.0
2948,w,b,0.0,0.0
2949,w,b,0.0,1.0
2950,w,b,0.0,1.0
2951,w,b,0.0,0.0
2952,w,b,0.0,0.0
2953,w,b,0.0,0.0
2954,b,b,0.0,0.0
2955,b,b,1.0,0.0
2956,w,b,1.0,0.0
2957,w,b,1.0,0.0
2958,b,b,0.0,0.0
2959,w,b,1.0,0.0
2960,w,b,0.0,0.0
2961,b,b,1.0,0.0
2962,b,b,0.0,0.0
2963,b,b,1.0,0.0
2964,b,b,1.0,0.0
2965,w,b,0.0,0.0
2966,w,b,1.0,0.0
2967,w,b,0.0,0.0
2968,b,b,1.0,0.0
2969,b,b,0.0,0.0
2970,w,b,1.0,0.0
2971,b,b,0.0,1.0
2972,b,b,1.0,0.0
2973,b,b,1.0,0.0
2974,b,b,0.0,0.0
2975,b,b,0.0,0.0
2976,b,b,0.0,0.0
2977,w,b,1.0,0.0
2978,w,b,1.0,0.0
2979,b,b,0.0,0.0
2980,b,b,0.0,0.0
2981,b,b,1.0,0.0
2982,b,c,1.0,0.0
2983,w,c,1.0,0.0
2984,b,c,1.0,0.0
2985,w,c,1.0,0.0
2986,w,c,0.0,0.0
2987,w,c,0.0,0.0
2988,b,c,0.0,0.0
2989,b,c,0.0,0.0
2990,w,c,0.0,0.0
2991,b,c,0.0,0.0
2992,b,c,0.0,0.0
2993,w,c,0.0,0.0
2994,w,b,0.0,0.0
2995,w,b,0.0,0.0
2996,w,b,0.0,0.0
2997,w,b,0.0,0.0
2998,b,b,0.0,0.0
2999,b,b,1.0,0.0
3000,w,b,0.0,0.0
3001,w,b,0.0,0.0
3002,b,b,0.0,0.0
3003,b,b,0.0,0.0
3004,b,b,0.0,0.0
3005,b,b,0.0,0.0
3006,b,b,0.0,0.0
3007,b,b,0.0,0.0
3008,b,b,0.0,1.0
3009,w,b,0.0,0.0
3010,w,b,1.0,0.0
3011,w,b,0.0,0.0
3012,w,b,0.0,0.0
3013,b,b,0.0,0.0
3014,w,b,0.0,0.0
3015,w,b,1.0,0.0
3016,b,b,0.0,0.0
3017,b,b,1.0,0.0
3018,w,b,0.0,0.0
3019,w,b,0.0,1.0
3020,b,b,0.0,1.0
3021,b,b,0.0,0.0
3022,w,b,0.0,0.0
3023,b,b,0.0,0.0
3024,w,b,0.0,0.0
3025,b,b,0.0,0.0
3026,w,b,0.0,0.0
3027,w,b,0.0,0.0
3028,b,b,0.0,0.0
3029,b,b,0.0,0.0
3030,w,b,0.0,0.0
3031,w,b,0.0,0.0
3032,b,b,0.0,0.0
3033,b,b,0.0,0.0
3034,w,b,0.0,0.0
3035,b,b,0.0,0.0
3036,b,b,0.0,0.0
3037,w,b,0.0,0.0
3038,w,b,1.0,0.0
3039,w,b,1.0,0.0
3040,b,b,1.0,0.0
3041,b,b,1.0,0.0
3042,b,c,0.0,1.0
3043,w,c,0.0,0.0
3044,w,c,0.0,0.0
3045,b,c,0.0,0.0
3046,w,c,0.0,0.0
3047,b,c,0.0,0.0
3048,w,c,0.0,0.0
3049,b,c,0.0,0.0
3050,b,b,1.0,0.0
3051,w,b,1.0,0.0
3052,w,b,0.0,0.0
3053,w,b,1.0,0.0
3054,w,b,1.0,0.0
3055,b,b,0.0,0.0
3056,w,b,1.0,0.0
3057,b,b,1.0,0.0
3058,b,b,1.0,0.0
3059,b,b,1.0,0.0
3060,w,b,0.0,0.0
3061,b,b,0.0,0.0
3062,w,b,0.0,0.0
3063,b,b,0.0,0.0
3064,b,b,0.0,0.0
3065,w,b,0.0,0.0
3066,w,b,0.0,0.0
3067,w,b,0.0,0.0
3068,b,b,0.0,0.0
3069,b,b,0.0,0.0
3070,w,b,0.0,0.0
3071,w,b,0.0,0.0
3072,b,b,0.0,0.0
3073,b,b,0.0,0.0
3074,w,b,0.0,0.0
3075,w,b,0.0,0.0
3076,b,b,0.0,0.0
3077,b,b,0.0,0.0
3078,w,b,0.0,0.0
3079,b,b,0.0,0.0
3080,w,b,0.0,0.0
3081,b,b,0.0,0.0
3082,w,b,0.0,0.0
3083,w,b,0.0,0.0
3084,b,b,0.0,0.0
3085,b,b,0.0,0.0
3086,b,b,0.0,0.0
3087,b,b,0.0,0.0
3088,w,b,0.0,0.0
3089,w,b,0.0,0.0
3090,w,b,0.0,0.0
3091,b,b,0.0,0.0
3092,w,b,0.0,0.0
3093,b,b,0.0,0.0
3094,w,b,0.0,0.0
3095,b,b,0.0,1.0
3096,w,b,0.0,0.0
3097,b,b,0.0,0.0
3098,w,c,1.0,0.0
3099,w,c,1.0,0.0
3100,b,c,1.0,0.0
3101,b,c,1.0,0.0
3102,b,b,1.0,0.0
3103,w,b,0.0,0.0
3104,w,b,0.0,0.0
3105,w,b,0.0,0.0
3106,w,b,1.0,0.0
3107,w,b,0.0,0.0
3108,w,b,0.0,0.0
3109,b,b,0.0,0.0
3110,b,b,0.0,0.0
3111,w,b,0.0,0.0
3112,b,b,0.0,0.0
3113,b,b,0.0,0.0
3114,b,b,0.0,0.0
3115,w,b,0.0,0.0
3116,w,b,1.0,0.0
3117,b,b,1.0,0.0
3118,b,b,0.0,0.0
3119,w,b,0.0,0.0
3120,b,b,0.0,0.0
3121,b,b,0.0,0.0
3122,w,b,1.0,0.0
3123,b,b,1.0,0.0
3124,w,b,1.0,0.0
3125,b,b,1.0,0.0
3126,w,c,0.0,0.0
3127,w,c,0.0,0.0
3128,b,c,0.0,0.0
3129,b,c,0.0,0.0
3130,w,b,0.0,0.0
3131,w,b,1.0,0.0
3132,w,b,1.0,0.0
3133,w,b,0.0,0.0
3134,b,b,0.0,0.0
3135,w,b,1.0,0.0
3136,w,b,0.0,0.0
3137,b,b,1.0,0.0
3138,b,b,0.0,0.0
3139,b,b,0.0,0.0
3140,b,b,0.0,0.0
3141,w,b,0.0,0.0
3142,w,b,0.0,0.0
3143,b,b,1.0,0.0
3144,b,b,0.0,0.0
3145,b,b,0.0,0.0
3146,w,b,0.0,0.0
3147,b,b,1.0,0.0
3148,w,b,1.0,0.0
3149,w,b,0.0,0.0
3150,w,b,0.0,0.0
3151,b,b,0.0,0.0
3152,b,b,1.0,0.0
3153,b,b,0.0,0.0
3154,b,c,0.0,0.0
3155,w,c,0.0,0.0
3156,w,c,0.0,1.0
3157,b,c,0.0,0.0
3158,b,b,0.0,0.0
3159,w,b,1.0,0.0
3160,b,b,0.0,0.0
3161,b,b,1.0,0.0
3162,w,b,1.0,0.0
3163,w,b,0.0,0.0
3164,b,b,1.0,0.0
3165,w,b,0.0,0.0
3166,b,b,1.0,0.0
3167,b,b,1.0,0.0
3168,b,b,1.0,1.0
3169,w,b,0.0,0.0
3170,w,b,0.0,0.0
3171,w,b,1.0,1.0
3172,w,b,1.0,1.0
3173,w,b,1.0,0.0
3174,b,b,1.0,0.0
3175,w,b,1.0,0.0
3176,b,b,0.0,0.0
3177,b,b,0.0,0.0
3178,b,b,0.0,1.0
3179,w,b,0.0,0.0
3180,w,b,0.0,0.0
3181,b,b,0.0,0.0
3182,w,c,0.0,0.0
3183,b,c,0.0,0.0
3184,w,c,0.0,0.0
3185,b,c,0.0,0.0
3186,w,b,0.0,0.0
3187,w,b,0.0,0.0
3188,w,b,0.0,0.0
3189,b,b,0.0,0.0
3190,b,b,0.0,0.0
3191,b,b,0.0,0.0
3192,b,b,0.0,0.0
3193,w,b,0.0,0.0
3194,b,b,0.0,0.0
3195,b,b,0.0,0.0
3196,w,b,0.0,0.0
3197,b,b,0.0,1.0
3198,w,b,0.0,0.0
3199,w,b,0.0,0.0
3200,w,b,0.0,0.0
3201,b,b,0.0,0.0
3202,b,b,0.0,0.0
3203,b,b,0.0,0.0
3204,w,b,0.0,0.0
3205,w,b,0.0,0.0
3206,b,b,0.0,0.0
3207,w,b,0.0,0.0
3208,w,b,0.0,0.0
3209,w,b,0.0,0.0
3210,w,b,0.0,0.0
3211,b,b,0.0,0.0
3212,b,b,0.0,0.0
3213,b,b,0.0,0.0
3214,w,b,0.0,0.0
3215,b,b,0.0,0.0
3216,b,b,0.0,0.0
3217,w,b,0.0,0.0
3218,w,b,0.0,0.0
3219,w,b,0.0,0.0
3220,b,b,0.0,0.0
3221,b,b,0.0,0.0
3222,w,b,1.0,0.0
3223,w,b,1.0,0.0
3224,w,b,0.0,0.0
3225,b,b,0.0,0.0
3226,w,b,1.0,0.0
3227,b,b,0.0,0.0
3228,w,b,1.0,0.0
3229,b,b,1.0,0.0
3230,b,b,1.0,0.0
3231,b,b,1.0,0.0
3232,w,b,0.0,0.0
3233,b,b,1.0,0.0
3234,w,b,0.0,0.0
3235,w,b,0.0,0.0
3236,b,b,0.0,0.0
3237,b,b,0.0,0.0
3238,b,b,0.0,0.0
3239,w,b,0.0,0.0
3240,w,b,0.0,0.0
3241,b,b,0.0,0.0
3242,w,b,1.0,0.0
3243,b,b,1.0,0.0
3244,b,b,1.0,0.0
3245,w,b,1.0,0.0
3246,b,b,0.0,0.0
3247,b,b,1.0,1.0
3248,w,b,1.0,1.0
3249,b,b,0.0,0.0
3250,b,b,0.0,0.0
3251,b,b,0.0,0.0
3252,w,b,0.0,0.0
3253,w,b,0.0,0.0
3254,w,b,0.0,0.0
3255,w,b,0.0,0.0
3256,w,b,1.0,1.0
3257,b,b,1.0,1.0
3258,b,b,0.0,0.0
3259,w,b,0.0,0.0
3260,w,b,0.0,1.0
3261,b,b,0.0,0.0
3262,w,c,1.0,0.0
3263,b,c,1.0,0.0
3264,b,c,0.0,0.0
3265,w,c,0.0,0.0
3266,w,c,1.0,0.0
3267,w,c,0.0,0.0
3268,b,c,1.0,0.0
3269,b,c,0.0,0.0
3270,b,c,0.0,0.0
3271,w,c,0.0,0.0
3272,w,c,0.0,0.0
3273,b,c,0.0,0.0
3274,w,c,0.0,1.0
3275,w,c,0.0,1.0
3276,b,c,0.0,1.0
3277,b,c,0.0,1.0
3278,w,c,1.0,0.0
3279,b,c,1.0,1.0
3280,w,c,0.0,0.0
3281,w,c,0.0,0.0
3282,w,c,0.0,0.0
3283,b,c,0.0,0.0
3284,b,c,0.0,0.0
3285,b,c,0.0,0.0
3286,w,c,0.0,0.0
3287,b,c,0.0,0.0
3288,w,c,0.0,0.0
3289,b,c,0.0,0.0
3290,w,c,0.0,0.0
3291,b,c,0.0,0.0
3292,w,c,0.0,0.0
3293,b,c,1.0,0.0
3294,b,c,0.0,0.0
3295,w,c,1.0,0.0
3296,w,c,0.0,0.0
3297,b,c,0.0,0.0
3298,w,c,1.0,0.0
3299,w,c,1.0,1.0
3300,b,c,1.0,1.0
3301,b,c,1.0,0.0
3302,w,c,0.0,0.0
3303,w,c,0.0,0.0
3304,b,c,0.0,0.0
3305,b,c,0.0,0.0
3306,w,c,1.0,0.0
3307,b,c,1.0,0.0
3308,b,c,1.0,0.0
3309,w,c,1.0,0.0
3310,w,c,1.0,1.0
3311,w,c,1.0,0.0
3312,b,c,1.0,0.0
3313,b,c,1.0,0.0
3314,b,c,1.0,0.0
3315,w,c,1.0,0.0
3316,w,c,0.0,0.0
3317,w,c,0.0,0.0
3318,b,c,0.0,0.0
3319,b,c,0.0,0.0
3320,b,c,0.0,0.0
3321,w,c,0.0,0.0
3322,w,c,0.0,0.0
3323,w,c,0.0,0.0
3324,b,c,0.0,0.0
3325,b,c,0.0,0.0
3326,b,c,0.0,0.0
3327,w,c,0.0,0.0
3328,b,c,0.0,0.0
3329,w,c,0.0,0.0
3330,w,c,1.0,0.0
3331,b,c,1.0,0.0
3332,w,c,1.0,0.0
3333,b,c,1.0,0.0
3334,b,c,1.0,0.0
3335,w,c,1.0,0.0
3336,w,c,1.0,0.0
3337,b,c,1.0,0.0
3338,w,c,1.0,0.0
3339,b,c,1.0,0.0
3340,w,c,1.0,1.0
3341,b,c,1.0,1.0
3342,w,c,1.0,0.0
3343,w,c,0.0,0.0
3344,b,c,0.0,0.0
3345,b,c,1.0,0.0
3346,b,c,1.0,0.0
3347,b,c,0.0,0.0
3348,w,c,1.0,1.0
3349,w,c,0.0,0.0
3350,b,c,1.0,0.0
3351,w,c,1.0,0.0
3352,w,c,1.0,0.0
3353,w,c,0.0,0.0
3354,b,c,1.0,0.0
3355,b,c,0.0,0.0
3356,b,c,0.0,0.0
3357,w,c,0.0,0.0
3358,b,c,1.0,1.0
3359,b,c,0.0,1.0
3360,b,c,1.0,0.0
3361,w,c,0.0,0.0
3362,w,c,1.0,0.0
3363,b,c,0.0,0.0
3364,w,c,1.0,1.0
3365,w,c,0.0,0.0
3366,b,c,1.0,0.0
3367,w,c,1.0,0.0
3368,w,c,1.0,0.0
3369,b,c,1.0,0.0
3370,w,c,0.0,1.0
3371,b,c,0.0,0.0
3372,w,c,0.0,0.0
3373,w,c,0.0,0.0
3374,b,c,0.0,0.0
3375,b,c,0.0,0.0
3376,w,c,0.0,0.0
3377,b,c,0.0,0.0
3378,w,c,1.0,0.0
3379,b,c,1.0,0.0
3380,w,c,0.0,0.0
3381,w,c,0.0,1.0
3382,w,c,0.0,0.0
3383,b,c,0.0,1.0
3384,b,c,0.0,0.0
3385,b,c,0.0,1.0
3386,w,c,0.0,0.0
3387,b,c,1.0,0.0
3388,b,c,0.0,0.0
3389,w,c,1.0,0.0
3390,w,c,0.0,0.0
3391,b,c,0.0,0.0
3392,w,c,0.0,0.0
3393,b,c,0.0,0.0
3394,b,c,0.0,0.0
3395,b,c,0.0,1.0
3396,w,c,0.0,1.0
3397,w,c,0.0,0.0
3398,b,c,0.0,0.0
3399,w,c,0.0,0.0
3400,w,c,1.0,0.0
3401,b,c,0.0,0.0
3402,w,c,0.0,0.0
3403,b,c,1.0,0.0
3404,w,c,1.0,0.0
3405,w,c,0.0,0.0
3406,b,c,0.0,0.0
3407,b,c,1.0,0.0
3408,w,c,1.0,0.0
3409,b,c,1.0,0.0
3410,w,c,1.0,0.0
3411,b,c,0.0,0.0
3412,b,c,1.0,0.0
3413,w,c,0.0,0.0
3414,w,c,0.0,0.0
3415,b,c,0.0,0.0
3416,b,c,0.0,0.0
3417,w,c,0.0,0.0
3418,w,c,0.0,0.0
3419,b,c,0.0,0.0
3420,b,c,0.0,0.0
3421,w,c,0.0,0.0
3422,w,c,0.0,0.0
3423,b,c,0.0,0.0
3424,w,c,0.0,0.0
3425,b,c,0.0,0.0
3426,b,c,0.0,0.0
3427,w,c,0.0,0.0
3428,w,c,0.0,0.0
3429,b,c,0.0,0.0
3430,b,c,0.0,0.0
3431,w,c,0.0,0.0
3432,w,c,0.0,0.0
3433,b,c,0.0,0.0
3434,b,c,1.0,0.0
3435,w,c,1.0,0.0
3436,b,c,1.0,0.0
3437,b,c,0.0,0.0
3438,w,c,0.0,1.0
3439,w,c,1.0,0.0
3440,b,c,0.0,0.0
3441,w,c,0.0,0.0
3442,w,b,1.0,0.0
3443,w,b,1.0,0.0
3444,b,b,1.0,0.0
3445,b,b,0.0,0.0
3446,w,b,0.0,0.0
3447,w,b,1.0,0.0
3448,w,b,1.0,0.0
3449,w,b,1.0,0.0
3450,w,b,0.0,0.0
3451,b,b,1.0,0.0
3452,b,b,1.0,0.0
3453,b,b,0.0,0.0
3454,w,b,0.0,0.0
3455,w,b,1.0,0.0
3456,b,b,1.0,0.0
3457,b,b,1.0,0.0
3458,b,b,1.0,0.0
3459,w,b,1.0,0.0
3460,w,b,1.0,0.0
3461,w,b,0.0,0.0
3462,b,b,0.0,0.0
3463,b,b,0.0,0.0
3464,b,b,1.0,0.0
3465,b,b,1.0,0.0
3466,w,b,1.0,0.0
3467,w,b,0.0,0.0
3468,w,b,0.0,0.0
3469,b,b,0.0,0.0
3470,b,b,1.0,0.0
3471,b,b,1.0,0.0
3472,b,b,0.0,0.0
3473,w,b,1.0,0.0
3474,w,b,0.0,0.0
3475,b,b,1.0,0.0
3476,b,b,1.0,0.0
3477,w,b,1.0,0.0
3478,w,b,1.0,0.0
3479,b,b,0.0,0.0
3480,b,b,0.0,0.0
3481,w,b,0.0,0.0
3482,b,b,0.0,0.0
3483,w,b,0.0,0.0
3484,w,b,0.0,1.0
3485,b,b,1.0,0.0
3486,b,b,0.0,0.0
3487,b,b,1.0,0.0
3488,b,b,0.0,0.0
3489,b,b,0.0,0.0
3490,w,b,1.0,0.0
3491,w,b,0.0,1.0
3492,b,b,0.0,0.0
3493,b,b,1.0,0.0
3494,w,b,1.0,0.0
3495,w,b,1.0,0.0
3496,w,b,0.0,0.0
3497,w,b,0.0,0.0
3498,b,b,0.0,0.0
3499,w,b,0.0,0.0
3500,w,b,1.0,0.0
3501,b,b,1.0,0.0
3502,b,b,0.0,0.0
3503,b,b,0.0,0.0
3504,w,b,0.0,0.0
3505,w,b,0.0,0.0
3506,b,b,0.0,0.0
3507,w,b,0.0,0.0
3508,w,b,0.0,0.0
3509,w,b,0.0,0.0
3510,w,b,0.0,0.0
3511,w,b,0.0,0.0
3512,b,b,0.0,0.0
3513,b,b,0.0,0.0
3514,b,b,1.0,0.0
3515,b,b,0.0,0.0
3516,b,b,0.0,0.0
3517,w,b,0.0,0.0
3518,b,b,1.0,0.0
3519,b,b,0.0,0.0
3520,w,b,1.0,0.0
3521,w,b,1.0,0.0
3522,w,b,1.0,0.0
3523,b,b,1.0,0.0
3524,w,b,1.0,0.0
3525,b,b,1.0,0.0
3526,w,b,0.0,0.0
3527,b,b,0.0,0.0
3528,w,b,0.0,0.0
3529,b,b,0.0,0.0
3530,w,b,1.0,0.0
3531,w,b,0.0,0.0
3532,b,b,0.0,0.0
3533,w,b,0.0,0.0
3534,w,b,1.0,0.0
3535,b,b,0.0,0.0
3536,b,b,0.0,0.0
3537,w,b,0.0,0.0
3538,b,b,0.0,0.0
3539,b,b,1.0,0.0
3540,w,b,0.0,0.0
3541,b,b,1.0,0.0
3542,b,b,1.0,0.0
3543,w,b,0.0,0.0
3544,w,b,1.0,0.0
3545,w,b,0.0,0.0
3546,w,b,1.0,0.0
3547,w,b,0.0,0.0
3548,w,b,0.0,0.0
3549,b,b,0.0,0.0
3550,b,b,1.0,0.0
3551,b,b,0.0,0.0
3552,b,b,0.0,0.0
3553,w,b,1.0,0.0
3554,b,b,1.0,0.0
3555,w,b,1.0,0.0
3556,b,b,1.0,0.0
3557,b,b,0.0,0.0
3558,w,b,0.0,0.0
3559,w,b,0.0,0.0
3560,w,b,0.0,0.0
3561,b,b,0.0,0.0
3562,b,b,0.0,0.0
3563,w,b,0.0,0.0
3564,b,b,0.0,0.0
3565,b,b,0.0,0.0
3566,w,b,0.0,0.0
3567,w,b,0.0,0.0
3568,b,b,0.0,0.0
3569,w,b,0.0,0.0
3570,b,b,0.0,0.0
3571,w,b,0.0,0.0
3572,b,b,0.0,0.0
3573,w,b,0.0,0.0
3574,w,b,0.0,0.0
3575,b,b,0.0,0.0
3576,b,b,0.0,0.0
3577,b,b,0.0,0.0
3578,b,b,0.0,0.0
3579,w,b,0.0,1.0
3580,w,b,0.0,0.0
3581,b,b,0.0,0.0
3582,w,b,0.0,0.0
3583,w,b,0.0,0.0
3584,w,b,0.0,0.0
3585,b,b,0.0,0.0
3586,b,b,0.0,1.0
3587,b,b,0.0,0.0
3588,b,b,0.0,0.0
3589,b,b,0.0,0.0
3590,w,b,0.0,0.0
3591,w,b,0.0,1.0
3592,w,b,0.0,0.0
3593,b,b,0.0,0.0
3594,b,b,0.0,0.0
3595,b,b,0.0,0.0
3596,w,b,0.0,0.0
3597,w,b,0.0,0.0
3598,b,b,0.0,1.0
3599,w,b,0.0,1.0
3600,w,b,0.0,1.0
3601,b,b,0.0,0.0
3602,w,b,1.0,0.0
3603,b,b,1.0,0.0
3604,w,b,1.0,0.0
3605,w,b,0.0,0.0
3606,b,b,0.0,0.0
3607,b,b,0.0,0.0
3608,w,b,0.0,0.0
3609,b,b,1.0,0.0
3610,w,b,0.0,0.0
3611,b,b,0.0,0.0
3612,w,b,0.0,1.0
3613,b,b,0.0,0.0
3614,w,b,1.0,0.0
3615,w,b,1.0,0.0
3616,w,b,0.0,0.0
3617,b,b,0.0,0.0
3618,b,b,1.0,0.0
3619,w,b,0.0,0.0
3620,b,b,0.0,0.0
3621,b,b,1.0,0.0
3622,w,b,0.0,0.0
3623,b,b,0.0,0.0
3624,w,b,0.0,0.0
3625,b,b,0.0,1.0
3626,w,b,0.0,1.0
3627,b,b,0.0,0.0
3628,w,b,0.0,1.0
3629,b,b,0.0,1.0
3630,w,c,0.0,1.0
3631,b,c,0.0,1.0
3632,w,c,0.0,0.0
3633,w,c,0.0,1.0
3634,b,c,0.0,0.0
3635,b,c,1.0,0.0
3636,b,c,0.0,1.0
3637,b,c,1.0,0.0
3638,w,c,1.0,0.0
3639,w,c,1.0,0.0
3640,w,c,0.0,0.0
3641,w,c,0.0,0.0
3642,b,c,0.0,0.0
3643,b,c,0.0,0.0
3644,w,c,0.0,1.0
3645,b,c,0.0,1.0
3646,b,c,0.0,1.0
3647,w,c,0.0,0.0
3648,b,c,0.0,0.0
3649,w,c,0.0,0.0
3650,w,c,0.0,0.0
3651,b,c,0.0,0.0
3652,w,c,0.0,0.0
3653,b,c,0.0,0.0
3654,b,c,0.0,0.0
3655,w,c,0.0,0.0
3656,w,c,0.0,0.0
3657,b,c,0.0,0.0
3658,w,c,0.0,0.0
3659,b,c,0.0,0.0
3660,w,c,0.0,0.0
3661,b,c,0.0,0.0
3662,w,c,0.0,0.0
3663,w,c,0.0,0.0
3664,b,c,0.0,0.0
3665,b,c,0.0,0.0
3666,w,c,0.0,0.0
3667,w,c,0.0,0.0
3668,w,c,0.0,0.0
3669,b,c,0.0,0.0
3670,b,c,0.0,0.0
3671,w,c,0.0,0.0
3672,b,c,0.0,0.0
3673,b,c,0.0,0.0
3674,w,c,0.0,0.0
3675,b,c,0.0,0.0
3676,w,c,0.0,0.0
3677,b,c,0.0,0.0
3678,w,c,0.0,0.0
3679,b,c,0.0,0.0
3680,w,c,1.0,0.0
3681,b,c,1.0,0.0
3682,b,c,1.0,0.0
3683,w,c,1.0,0.0
3684,w,c,1.0,0.0
3685,b,c,1.0,0.0
3686,w,c,1.0,0.0
3687,b,c,1.0,0.0
3688,w,c,0.0,0.0
3689,b,c,0.0,0.0
3690,w,c,0.0,0.0
3691,b,c,0.0,1.0
3692,w,c,0.0,1.0
3693,b,c,0.0,1.0
3694,b,c,0.0,0.0
3695,w,c,0.0,1.0
3696,b,c,0.0,1.0
3697,w,c,0.0,0.0
3698,w,c,1.0,0.0
3699,b,c,1.0,0.0
3700,b,c,0.0,0.0
3701,w,c,0.0,1.0
3702,b,c,1.0,0.0
3703,w,c,1.0,0.0
3704,b,c,1.0,0.0
3705,w,c,1.0,0.0
3706,w,c,0.0,0.0
3707,b,c,0.0,0.0
3708,w,c,1.0,0.0
3709,b,c,1.0,0.0
3710,w,b,0.0,0.0
3711,b,b,0.0,0.0
3712,w,b,0.0,0.0
3713,b,b,0.0,0.0
3714,b,c,1.0,0.0
3715,w,c,0.0,1.0
3716,b,c,0.0,0.0
3717,w,c,1.0,0.0
3718,w,c,1.0,0.0
3719,b,c,1.0,0.0
3720,b,c,1.0,0.0
3721,w,c,1.0,0.0
3722,b,c,1.0,0.0
3723,w,c,1.0,0.0
3724,b,c,1.0,0.0
3725,b,c,1.0,0.0
3726,w,c,1.0,0.0
3727,w,c,1.0,0.0
3728,w,c,0.0,0.0
3729,b,c,0.0,0.0
3730,w,c,0.0,0.0
3731,w,c,0.0,0.0
3732,b,c,0.0,0.0
3733,b,c,0.0,0.0
3734,w,c,1.0,0.0
3735,b,c,1.0,0.0
3736,w,c,1.0,0.0
3737,b,c,1.0,0.0
3738,w,c,1.0,0.0
3739,b,c,1.0,0.0
3740,w,c,1.0,0.0
3741,b,c,1.0,0.0
3742,b,c,0.0,0.0
3743,w,c,0.0,0.0
3744,w,c,0.0,0.0
3745,b,c,0.0,0.0
3746,w,c,0.0,0.0
3747,b,c,0.0,0.0
3748,w,c,1.0,0.0
3749,w,c,0.0,0.0
3750,w,c,1.0,0.0
3751,b,c,1.0,0.0
3752,b,c,1.0,0.0
3753,b,c,0.0,0.0
3754,w,c,0.0,0.0
3755,w,c,1.0,0.0
3756,b,c,1.0,1.0
3757,b,c,1.0,0.0
3758,w,c,1.0,0.0
3759,b,c,0.0,0.0
3760,w,c,1.0,0.0
3761,b,c,1.0,0.0
3762,w,c,1.0,0.0
3763,b,c,1.0,0.0
3764,w,c,0.0,0.0
3765,w,c,0.0,0.0
3766,b,c,0.0,0.0
3767,w,c,0.0,0.0
3768,b,c,0.0,0.0
3769,b,c,0.0,0.0
3770,w,c,0.0,0.0
3771,b,c,0.0,0.0
3772,w,c,0.0,1.0
3773,b,c,0.0,0.0
3774,w,c,0.0,0.0
3775,b,c,0.0,0.0
3776,w,c,0.0,0.0
3777,b,c,0.0,0.0
3778,b,c,0.0,0.0
3779,w,c,0.0,0.0
3780,w,c,1.0,0.0
3781,b,c,1.0,0.0
3782,w,c,1.0,0.0
3783,w,c,0.0,0.0
3784,b,c,1.0,0.0
3785,b,c,0.0,0.0
3786,w,c,1.0,0.0
3787,b,c,1.0,0.0
3788,w,c,1.0,0.0
3789,b,c,1.0,0.0
3790,w,c,1.0,1.0
3791,w,c,0.0,0.0
3792,b,c,1.0,0.0
3793,w,c,0.0,0.0
